"publishedTimeText","simpleText","votes","author","isReply","isHearted","isPinned","isPaid","paidAmount","isSponsor","sponsorshipMonths"
"2 years ago","Unlike Breaking Bad, which just got better each season. IMO anything beyond season 1 of La Casa De Papel was a waste of time!","21","@arnabbanerjee9736","true","false","false","false","","false",""
"2 years ago","It’s always nice to have a swifter around 💃💃","0","@SharmaJi.1696","true","false","false","false","","false",""
"2 years ago","Absolutely correct but season 4 was definitely a drag 🤤🤤","1","@SharmaJi.1696","true","false","false","false","","false",""
"2 years ago","They've been draging a story for like 3 season now","8","@nataliafurgaa5349","true","false","false","false","","false",""
"2 years ago"," @GeosRealityReport  SERIOUSLY??? HE WAS MY FAVORITE CHARACTER YES THANK U FOR THIS INFO IM SO EXCITED","0","@pege7566","true","false","false","false","","false",""
"2 years ago","they already did drag it, season 2 had a perfect ending","4","@zowi9581","true","false","false","false","","false",""
"2 years ago"," @ighways  They never showed the letter that Professor gave his nephew. They can still drag it.","0","@ysabellegarcia5383","true","false","false","false","","false",""
"2 years ago"," @ozianin7389  imo, i'm glad they added more. after watching their bank of spain heist, i can say that i am not satisfied of the royal mint heist.","2","@marioclarence4158","true","false","false","false","","false",""
"2 years ago"," @ighways  SPOILER: actually not empty just brass bars","1","@breezy2x110","true","false","false","false","","false",""
"2 years ago"," @ysabellegarcia5383  I think it was deliberate for fans to wonder about long since the show ended, Many shows do it.","1","@ighways","true","false","false","false","","false",""
"2 years ago","Yes I'm so sad this show is ending but I'm so happy I was entertained from the beginning to end and just as satisfied in the end. The show is incredible and will always be the best show I have ever watched, be hard for anyone to top this off! They really set the bar high!","2","@christttmasssholidddayyys497","true","false","false","false","","false",""
"2 years ago","It really scare if you ask me, why we should do something risk in reality to try steal money from vault and get otta here fast as quick before rhe police and Swat team was there. There should be smart and mad science for doing this only, how could we be the briliant idea for how and where do we started it, try in reality that's you get caught by police and none of them can surive for you stole for it.","0","@Danielfury_wolves","true","false","false","false","","false",""
"2 years ago","Is this the same series as Casa de Papel? I just discovered it and after two days im already at the end of season 2, but in my country it is called Casa de Papel so i wondered if this is 100% the same or maybe a spin off or something","1","@albertusanoniem9043","true","false","false","false","","false",""
"2 years ago","same","1","@billylagrue653","true","false","false","false","","false",""
"2 years ago","Well no need to worry since money heist Korea is coming out soon!","0","@cornbread1749","true","false","false","false","","false",""
"2 years ago","They already did with season 3, there was literally no need for that.  After that season, it went downhill too much. 😐","0","@al.s.3277","true","false","false","false","","false",""
"1 year ago","Money heist","0","@vsgaming4418","true","false","false","false","","false",""
"1 year ago","Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," Do Anything!  Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," @ozianin7389  Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," @ighways  Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," @arnabbanerjee9736  Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," @SharmaJi.1696  Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," @SharmaJi.1696  Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," @pege7566  Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," @marioclarence4158  Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," @ighways  Mai iska har seson ka har episode dekha hu sirf or sirf 10 din me","0","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago","Yes 👍 I'm really im whathing later today movie day popcorn tonight Netflix you 🌆🌃🌉😍😘💝🍫🍬🌉🌆 good morning 🌄😍😘 I love you","1","@omarmarquezjr.1868","true","false","false","false","","false",""
"1 year ago","I haven't seen it yet but I'm watching this trailer right now to get into it","0","@ThePartisan13","true","false","false","false","","false",""
"1 year ago","Why doesn't it speak English","0","@Pabi415","true","false","false","false","","false",""
"1 year ago","diamond id 4212289871","0","@Andyytff","true","false","false","false","","false",""
"1 year ago"," @cgkomalgamer9090  baag bsdi k","0","@EnSabahNur-ir5mw","true","false","false","false","","false",""
"1 year ago"," @EnSabahNur-ir5mw  ᴛᴇʀɪ ᴍᴀ ᴋɪ ᴄʜᴜᴅ ɴɪᴋᴀʟ","1","@cgkomalgamer9090","true","false","false","false","","false",""
"1 year ago"," @cgkomalgamer9090  teri Kali Mata ka Tattta C u d n","0","@EnSabahNur-ir5mw","true","false","false","false","","false",""
"1 year ago"," @GeosRealityReport  we shall wait.","0","@K1dBr0nze","true","false","false","false","","false",""
"11 months ago","hi","0","@Mr.Nomi......lovers","true","false","false","false","","false",""
"9 months ago","A worst show i ever watched...Only a Professer who knows everything and all others are  dumb went to a Bank ...","0","@RRHcreation","true","false","false","false","","false",""
"9 months ago (edited)","​ @zowi9581 nah I enjoyed season 3 tbh and 4","0","@adamkhan3421","true","false","false","false","","false",""
"9 months ago","Taylor Shit","0","@holyfatt4079","true","false","false","false","","false",""
"2 months ago"," @ozianin7389  idk, season 2 was the worst season but season 3 competes with season 1 for the best one.","0","@sogs497","true","false","false","false","","false",""
"2 years ago","Professor: This is no longer a heist, it's a war Money heist fans: It is no longer a series, it's a masterpiece ❤️❤️🙌","2395","@faiz8510","false","false","false","false","","false",""
"2 years ago","I don't know about that. Last season was the worst out of all coz it was about war and not heist.","21","@jayminkumarparmar6252","true","false","false","false","","false",""
"2 years ago","I can't wait to see what the writers do next. No doubt Money Heist will go down in TV series history like ""The Office"" Bella ciao 😊 mis amigos.","6","@israeliana","true","false","false","false","","false",""
"2 years ago","Its no longer a heist, this is war. So act accordingly.  This statement sent goosebumps to me","9","@gerald2050","true","false","false","false","","false",""
"2 years ago"," @jayminkumarparmar6252  its very obvious that the police will never do the same mistake and by that thats how a war starts in a heist","2","@scoobydoing9039","true","false","false","false","","false",""
"2 years ago","Why? It is far away from a masterpiece... i stopped after the second season because of the really poor made action scenes and the damn logic holes...","10","@saschaherrmann1665","true","false","false","false","","false",""
"2 years ago"," @saschaherrmann1665  you do you","0","@benaamdynamicfoe557","true","false","false","false","","false",""
"2 years ago"," @benaamdynamicfoe557  what should ""you do you"" mean?","3","@saschaherrmann1665","true","false","false","false","","false",""
"2 years ago"," @jayminkumarparmar6252  bro I think u should watch the whole series once again 🤣","3","@rambox2486","true","false","false","false","","false",""
"2 years ago","Do you even know what masterpiece means ?","6","@leviackerman3902","true","false","false","false","","false",""
"2 years ago"," @leviackerman3902  considering the fact that I know english and commenting that ""the show is a masterpiece"" should clearly give you the idea I know what it means.","1","@benaamdynamicfoe557","true","false","false","false","","false",""
"2 years ago","If you call this a masterpiece, then what would be Breaking Bad? Better Call Saul? The Sopranos?","4","@barryfarry","true","false","false","false","","false",""
"2 years ago"," @jayminkumarparmar6252  A","0","@kumaririta639","true","false","false","false","","false",""
"2 years ago","It should have ended already🤣🤣🤣","1","@petertoledo9387","true","false","false","false","","false",""
"2 years ago","No my brother, Money Heist is an Emotion of connecting people all around the world, whether is happiness, war, heist, or death........ That's what Berlin said to professor!  ""Bella Ciao""""","1","@jamesronaldo8003","true","false","false","false","","false",""
"2 years ago"," @barryfarry  a man of culture","1","@leviackerman3902","true","false","false","false","","false",""
"2 years ago"," @barryfarry  they might be good but, according to you they are the best. Even I love them.......but money heist holds a entirely different place so much so that it is better than a masterpiece.....to us.","3","@benaamdynamicfoe557","true","false","false","false","","false",""
"2 years ago"," @jayminkumarparmar6252  the war made  the series even more intense 💥","1","@oknowu8824","true","false","false","false","","false",""
"2 years ago","Nope it's not just a masterpiece it is a emotion ❤️❤️❤️","2","@ashar136","true","false","false","false","","false",""
"2 years ago"," @rambox2486  correct 🤣","0","@selfishmakkar4067","true","false","false","false","","false",""
"2 years ago"," @barryfarry  breaking bad to kuch nhi h iske samne","0","@selfishmakkar4067","true","false","false","false","","false",""
"2 years ago"," @leviackerman3902  i think before asking you should know what does it really means","0","@selfishmakkar4067","true","false","false","false","","false",""
"2 years ago"," @barryfarry  are you comparing these time waste series with money heist 🤣","0","@selfishmakkar4067","true","false","false","false","","false",""
"2 years ago"," @israeliana  Poii p a m u r re p iiiiiii i b is i ioho io oi din me in my house 🏘️ 🏘️🏠🏠🏠🏠 uwill go by and go in and itcan 🥫🥫🥫🥫🥫🥫🥫🥫🥫🥫🥫🥫🥫🥫🥫🥫🥫 iiiand the net 🥅 🥅🥅🥅🥅🥅🥅🥅🥅🥅 iiiiiiii ok and if oo is not only one ioiand I can only oo ooo ii ok o ad oi o a d e of oino idea i b i ioho by and then no one 🕜🕜🕜🕜🕜 inmy own line and I have not in ooooo inmy life as an oa and I o ok Ihave not 🚫 riy","0","@deepujohn7380","true","false","false","false","","false",""
"2 years ago"," @barryfarry  bro not to be rude but we are talking about money heist , ik breaking bad is fricking good but ur comment sounds negative as ur trying to say Breaking Bad is the best and Money heist sucks","1","@aashishjayanarayanan8255","true","false","false","false","","false",""
"2 years ago"," @jayminkumarparmar6252  this season was also worse","0","@user-qk7np8ll6p","true","false","false","false","","false",""
"2 years ago"," @jayminkumarparmar6252  you know nothing","0","@RoYal-xz5ch","true","false","false","false","","false",""
"2 years ago","Claim your “here within an hour” ticket right here","1883","@Yashuop","false","false","false","false","","false",""
"2 years ago","⚡","2","@anushrajk.r","true","false","false","false","","false",""
"2 years ago","Why are you such a massive loser?","44","@deathcrunch9020","true","false","false","false","","false",""
"2 years ago","Here within a minute 🔥💪","3","@omgLaven","true","false","false","false","","false",""
"2 years ago","Yow","1","@oyen148","true","false","false","false","","false",""
"2 years ago","🙋‍♀️ within 10 min","0","@bushrahaque5637","true","false","false","false","","false",""
"2 years ago","I only liking this comment rather than ""Congrats to everyone who is early and who found this comment!"" like bruhh MrBeast profile picture lmfao","1","@stoutt732","true","false","false","false","","false",""
"2 years ago","Ohh yeah","0","@psycho2962","true","false","false","false","","false",""
"2 years ago","Yo","0","@vincentanthonytillanojr9088","true","false","false","false","","false",""
"2 years ago","19 minutes","0","@Haych_786","true","false","false","false","","false",""
"2 years ago","😅","0","@XenonMido","true","false","false","false","","false",""
"2 years ago","Shut up","1","@enjoysoy1146","true","false","false","false","","false",""
"2 years ago","Dah","0","@abdulahadhofficial","true","false","false","false","","false",""
"2 years ago","Claimed 😩","0","@adam-wp1lz","true","false","false","false","","false",""
"2 years ago","Claimed","0","@BillyBo69","true","false","false","false","","false",""
"2 years ago","Yes wirb","0","@BANM.","true","false","false","false","","false",""
"2 years ago","Alright","0","@LonelyPanda69","true","false","false","false","","false",""
"2 years ago","26 min","0","@rajbillewar6493","true","false","false","false","","false",""
"2 years ago","Botting karke thakte nhi lala","1","@Sidddo8","true","false","false","false","","false",""
"2 years ago","🥴","0","@Exit_Life","true","false","false","false","","false",""
"2 years ago"," @Sidddo8  😂","0","@bhavyaadhvaryu2132","true","false","false","false","","false",""
"2 years ago","Here","0","@adarshtripathi1510","true","false","false","false","","false",""
"2 years ago","Here🙌🙌🙌","0","@fuche708","true","false","false","false","","false",""
"2 years ago","😳","0","@tvafanboy007","true","false","false","false","","false",""
"2 years ago","45 minutes 😱😱","0","@SKYLORD_zR","true","false","false","false","","false",""
"2 years ago","Yup","0","@saifansari9545","true","false","false","false","","false",""
"2 years ago","Yo","0","@adilsuleman4150","true","false","false","false","","false",""
"2 years ago","Hey!","0","@shaamgopi4005","true","false","false","false","","false",""
"2 years ago","Malayali pewer⚡⚡","0","@meave842","true","false","false","false","","false",""
"2 years ago","Yupp","0","@saurabhjadhav4702","true","false","false","false","","false",""
"2 years ago","Lol","0","@ssj5balc","true","false","false","false","","false",""
"2 years ago","Here after 58 min","0","@ayanokoji1207","true","false","false","false","","false",""
"2 years ago"," @anushrajk.r  49","0","@Adi_sharma_15","true","false","false","false","","false",""
"2 years ago","Thanks","0","@mrchalk9","true","false","false","false","","false",""
"2 years ago","!!!","1","@aaishashaikh9049","true","false","false","false","","false",""
"2 years ago","Why you every where","0","@MindGamer","true","false","false","false","","false",""
"2 years ago","Bhai kal boards hain mere","0","@SidIsmailB","true","false","false","false","","false",""
"2 years ago","Here within an hour","0","@asmrbae8143","true","false","false","false","","false",""
"2 years ago","Loser","0","@Rishabhshahhh","true","false","false","false","","false",""
"2 years ago","here...","0","@Tremor_-rs5ys","true","false","false","false","","false",""
"2 years ago","Yup","0","@rohanshah9599","true","false","false","false","","false",""
"2 years ago","Mee","0","@awasay6060","true","false","false","false","","false",""
"2 years ago","Oh uhh k if you don't mind","0","@agentsarcas6891","true","false","false","false","","false",""
"2 years ago","Spammer ticket claim","1","@OmPatill2004","true","false","false","false","","false",""
"2 years ago","Hello","0","@yashgupta5832","true","false","false","false","","false",""
"2 years ago","Bit sad","0","@MUFCandy99","true","false","false","false","","false",""
"2 years ago","Aare chup kar vdo pe ek hi comment 😑","0","@marston980","true","false","false","false","","false",""
"2 years ago","Hihi","0","@ewsungpolardeadman7161","true","false","false","false","","false",""
"2 years ago","Less gooo","0","@zyluw7238","true","false","false","false","","false",""
"2 years ago","Claimed","0","@amanchopda5184","true","false","false","false","","false",""
"2 years ago","Bdsk","0","@waseemtariq1252","true","false","false","false","","false",""
"2 years ago","claimed","0","@teckqq","true","false","false","false","","false",""
"2 years ago","Bhai tu yaha bhi aa gaya","0","@aryanagarwal3356","true","false","false","false","","false",""
"2 years ago"," @MindGamer  Trying to grow his YouTube channel where he plays games for babies.","1","@deathcrunch9020","true","false","false","false","","false",""
"2 years ago","Stop spamming","2","@Rajhajare12","true","false","false","false","","false",""
"2 years ago","Claim your ""yashuop is a madarchod"" ticket right here","3","@omega6777","true","false","false","false","","false",""
"6 months ago","Aaiyin 😂","0","@King89569","true","false","false","false","","false",""
"6 months ago","Ddone","0","@MoonOwlStudios","true","false","false","false","","false",""
"2 years ago (edited)","What a masterpiece. I just have finished to watch the last season and i only can say THANK YOU to all those who made this amazing show.","1858","@nisrine3362","false","false","false","false","","false",""
"2 years ago","TO TELL THE TRUTH I MAKE AMAZING VIDEOS BUT PEOPLE DON'T WATCH 😞😭😭","5","@leshamaisak2395","true","false","false","false","","false",""
"2 years ago"," You Know What?  a","1","@svcnjfr","true","false","false","false","","false",""
"2 years ago","And","0","@svcnjfr","true","false","false","false","","false",""
"2 years ago"," @leshamaisak2395  3yr","0","@svcnjfr","true","false","false","false","","false",""
"2 years ago"," You Know What?   Don't be rude man","0","@TheEvilSmiler37","true","false","false","false","","false",""
"1 year ago","How many seasons, cuz I got to watch them for free I don't have Netflix","0","@talladams9840","true","false","false","false","","false",""
"1 year ago (edited)","​ @talladams9840 where can I find it for free?","0","@fatimayasir405","true","false","false","false","","false",""
"6 months ago (edited)"," @fatimayasir405 123 movies","0","@FlyhighTechno-sq3kb","true","false","false","false","","false",""
